,year,tech,type,HS,diff_ratio,average_ratio
1,1994-2000,6,1,381800010,1,1
2,2001-2007,6,1,381800010,1,1
3,2008-2014,6,1,381800010,1,1
4,1994-2000,6,1,381800020,1,1
5,2001-2007,6,1,381800020,1,1
6,2008-2014,6,1,381800020,1,1
7,1994-2000,6,1,381800100,-1,-1
8,2001-2007,6,1,381800100,-1,-1
9,2008-2014,6,1,381800100,-1,-1
10,1994-2000,6,1,381800900,-1,-1
11,2001-2007,6,1,381800900,-1,-1
12,2008-2014,6,1,381800900,-1,-1
13,1994-2000,6,2,401110000,-1,-1
14,2001-2007,6,2,401110000,-1,-1
15,2008-2014,6,2,401110000,-1,-1
16,1994-2000,6,2,401110010,1,1
17,2001-2007,6,2,401110010,1,1
18,2008-2014,6,2,401110010,1,1
19,1994-2000,6,2,401110090,1,1
20,2001-2007,6,2,401110090,1,1
21,2008-2014,6,2,401110090,1,1
22,1994-2000,6,2,401120000,-0.313882398,-0.212907419
23,2001-2007,6,2,401120000,0.065367297,-0.10841969
24,2008-2014,6,2,401120000,0.157736763,-0.020258526
25,1994-2000,6,1,820231000,0.204667338,-0.387042241
26,2001-2007,6,1,820231000,0.751994651,-0.647280458
27,2008-2014,6,1,820231000,0.735431197,-0.588484078
28,1994-2000,6,1,820239000,0.681312692,0.303800066
29,2001-2007,6,1,820239000,0.80178441,-0.155009735
30,2008-2014,6,1,820239000,0.5720381,-0.092477639
31,1994-2000,6,1,820720000,1,1
32,2001-2007,6,1,820720000,1,1
33,2008-2014,6,1,820720000,1,1
34,1994-2000,6,1,820720100,-1,-1
35,1994-2000,6,1,820720200,-1,-1
36,2001-2007,6,1,820720200,-1,-1
37,2008-2014,6,1,820720200,-1,-1
38,1994-2000,6,1,820720900,-1,-1
39,2001-2007,6,1,820720900,-1,-1
40,2008-2014,6,1,820720900,-1,-1
41,1994-2000,4,4,820750010,1,1
42,2001-2007,4,4,820750010,1,1
43,2008-2014,4,4,820750010,1,1
44,1994-2000,4,4,820750090,1,1
45,2001-2007,4,4,820750090,1,1
46,2008-2014,4,4,820750090,1,1
47,1994-2000,4,4,820750100,-1,-1
48,2001-2007,4,4,820750100,-1,-1
49,2008-2014,4,4,820750100,-1,-1
50,1994-2000,4,4,820750200,-1,-1
51,2001-2007,4,4,820750200,-1,-1
52,2008-2014,4,4,820750200,-1,-1
53,1994-2000,4,4,820750900,-1,-1
54,2001-2007,4,4,820750900,-1,-1
55,2008-2014,4,4,820750900,-1,-1
56,1994-2000,4,3,830140000,0.553559482,-0.638058675
57,2001-2007,4,3,830140000,0.831079739,-0.473656761
58,2008-2014,4,3,830140000,0.746323617,-0.554193167
59,1994-2000,4,4,830300000,-0.409646542,-0.179973888
60,2001-2007,4,4,830300000,0.54811379,-0.139858767
61,2008-2014,4,4,830300000,0.252525958,-0.420372499
62,1994-2000,6,100,830710000,0.576301706,-0.498224393
63,2001-2007,6,100,830710000,0.701689542,-0.35271271
64,2008-2014,6,100,830710000,0.486709523,-0.327225918
65,1994-2000,6,1,830790000,-0.655968504,-0.539382004
66,2001-2007,6,1,830790000,-0.139998476,-0.546700807
67,2008-2014,6,1,830790000,0.403429878,-0.687370213
68,1994-2000,7,3,840732000,1,1
69,2001-2007,7,3,840732000,1,1
70,2008-2014,7,3,840732000,1,1
71,1994-2000,7,3,840732100,-1,-1
72,2001-2007,7,3,840732100,-1,-1
73,2008-2014,7,3,840732100,-1,-1
74,1994-2000,7,3,840732900,-1,-1
75,2001-2007,7,3,840732900,-1,-1
76,2008-2014,7,3,840732900,-1,-1
77,1994-2000,7,2,840991010,1,1
78,2001-2007,7,2,840991010,1,1
79,2008-2014,7,2,840991010,1,1
80,1994-2000,7,2,840991090,1,1
81,2001-2007,7,2,840991090,1,1
82,2008-2014,7,2,840991090,1,1
83,1994-2000,7,2,840991100,-1,-1
84,2001-2007,7,2,840991100,-1,-1
85,2008-2014,7,2,840991100,-1,-1
86,1994-2000,7,2,840991200,-1,-1
87,2001-2007,7,2,840991200,-1,-1
88,2008-2014,7,2,840991200,-1,-1
89,1994-2000,7,2,840991900,-1,-1
90,2001-2007,7,2,840991900,-1,-1
91,2008-2014,7,2,840991900,-1,-1
92,1994-2000,4,1,840999010,1,1
93,2001-2007,4,1,840999010,1,1
94,2008-2014,4,1,840999010,1,1
95,1994-2000,4,1,840999090,1,1
96,2001-2007,4,1,840999090,1,1
97,2008-2014,4,1,840999090,1,1
98,1994-2000,4,1,840999100,-1,-1
99,2001-2007,4,1,840999100,-1,-1
100,2008-2014,4,1,840999100,-1,-1
101,1994-2000,4,1,840999200,-1,-1
102,2001-2007,4,1,840999200,-1,-1
103,2008-2014,4,1,840999200,-1,-1
104,1994-2000,4,1,840999900,-1,-1
105,2001-2007,4,1,840999900,-1,-1
106,2008-2014,4,1,840999900,-1,-1
107,1994-2000,7,3,841012000,-1,-1
108,2001-2007,7,3,841012000,-1,-1
109,2008-2014,7,3,841012000,-1,-1
110,1994-2000,7,3,841013000,-1,-1
111,2001-2007,7,3,841013000,0.5,0.5
112,2008-2014,7,3,841013000,1,1
113,1994-2000,7,4,841090000,-0.514667141,-0.378399336
114,2001-2007,7,4,841090000,0.004095934,-0.44698675
115,2008-2014,7,4,841090000,0.558213382,-0.45354849
116,2001-2007,3,3,841111000,-1,-1
117,2008-2014,3,3,841111000,-1,-1
118,1994-2000,3,3,841112000,1,1
119,2001-2007,3,3,841112000,-1,-1
120,2001-2007,3,3,841121000,-1,-1
121,2008-2014,3,3,841122000,-1,-1
122,1994-2000,3,3,841181000,-1,-1
123,2001-2007,3,3,841181000,-1,-1
124,2008-2014,3,3,841181000,-1,-1
125,2001-2007,3,3,841181090,1,1
126,1994-2000,3,3,841182000,-1,-1
127,2001-2007,3,3,841182000,-0.666666667,-0.666666667
128,2008-2014,3,3,841182000,-0.979362692,-0.88370691
129,1994-2000,3,1,841191000,0.371999163,0.018187676
130,2001-2007,3,1,841191000,0.189228251,-0.312827337
131,2008-2014,3,1,841191000,-0.12079896,-0.843478454
132,1994-2000,3,1,841199000,-1,-1
133,2001-2007,3,1,841199000,-1,-1
134,2008-2014,3,1,841199000,-1,-1
135,1994-2000,3,1,841199010,1,1
136,2001-2007,3,1,841199010,1,1
137,2008-2014,3,1,841199010,1,1
138,1994-2000,3,1,841199090,1,1
139,2001-2007,3,1,841199090,1,1
140,2008-2014,3,1,841199090,1,1
141,1994-2000,3,3,841210000,-1,-1
142,2001-2007,3,3,841210000,-1,-1
143,2008-2014,3,3,841210000,-1,-1
144,1994-2000,3,3,841229000,-0.971217137,-0.398610147
145,2001-2007,3,3,841229000,-0.941919612,0.418214661
146,2008-2014,3,3,841229000,-0.920715687,0.469770536
147,1994-2000,4,4,841311000,-0.995074263,-0.831616184
148,2001-2007,4,4,841311000,-0.965657043,-0.631397133
149,2008-2014,4,4,841311000,-0.14582246,-0.491864591
150,1994-2000,3,3,841330000,-1,-1
151,2001-2007,3,3,841330000,-1,-1
152,2008-2014,3,3,841330000,-1,-1
153,1994-2000,3,3,841330010,1,1
154,2001-2007,3,3,841330010,1,1
155,2008-2014,3,3,841330010,1,1
156,1994-2000,3,3,841330020,1,1
157,2001-2007,3,3,841330020,1,1
158,2008-2014,3,3,841330020,1,1
159,1994-2000,4,100,841350010,1,1
160,2001-2007,4,100,841350010,1,1
161,2008-2014,4,100,841350010,1,1
162,1994-2000,4,100,841350090,1,1
163,2001-2007,4,100,841350090,1,1
164,2008-2014,4,100,841350090,1,1
165,1994-2000,4,100,841350100,-1,-1
166,2001-2007,4,100,841350100,-1,-1
167,2008-2014,4,100,841350100,-1,-1
168,1994-2000,4,100,841350900,-1,-1
169,2001-2007,4,100,841350900,-1,-1
170,2008-2014,4,100,841350900,-1,-1
171,2001-2007,4,3,841360011,1,1
172,2008-2014,4,3,841360011,1,1
173,1994-2000,4,3,841360019,1,1
174,2001-2007,4,3,841360019,1,1
175,2008-2014,4,3,841360019,1,1
176,1994-2000,4,3,841360091,1,1
177,2001-2007,4,3,841360091,1,1
178,2008-2014,4,3,841360091,1,1
179,1994-2000,4,3,841360099,1,1
180,2001-2007,4,3,841360099,1,1
181,2008-2014,4,3,841360099,1,1
182,1994-2000,4,3,841360100,-1,-1
183,2001-2007,4,3,841360100,-1,-1
184,2008-2014,4,3,841360100,-1,-1
185,1994-2000,4,3,841360200,-1,-1
186,1994-2000,4,3,841360300,-1,-1
187,1994-2000,4,3,841360900,-1,-1
188,2001-2007,4,3,841360900,-1,-1
189,2008-2014,4,3,841360900,-1,-1
190,1994-2000,4,3,841370010,1,1
191,2001-2007,4,3,841370010,1,1
192,2008-2014,4,3,841370010,1,1
193,1994-2000,4,3,841370090,1,1
194,2001-2007,4,3,841370090,1,1
195,2008-2014,4,3,841370090,1,1
196,1994-2000,4,3,841370100,-1,-1
197,2001-2007,4,3,841370100,-1,-1
198,2008-2014,4,3,841370100,-1,-1
199,1994-2000,4,3,841370200,-1,-1
200,2001-2007,4,3,841370200,-1,-1
201,2008-2014,4,3,841370200,-1,-1
202,1994-2000,4,3,841370900,-1,-1
203,2001-2007,4,3,841370900,-1,-1
204,2008-2014,4,3,841370900,-1,-1
205,1994-2000,3,100,841381000,0.146263455,-0.649333505
206,2001-2007,3,100,841381000,0.142166444,-0.606202611
207,2008-2014,3,100,841381000,-0.108044263,-0.477676924
208,1994-2000,7,3,841430010,1,1
209,2001-2007,7,3,841430010,1,1
210,2008-2014,7,3,841430010,1,1
211,1994-2000,7,3,841430090,1,1
212,2001-2007,7,3,841430090,1,1
213,2008-2014,7,3,841430090,1,1
214,1994-2000,7,3,841430100,-1,-1
215,2001-2007,7,3,841430100,-1,-1
216,2008-2014,7,3,841430100,-1,-1
217,1994-2000,7,3,841430900,-1,-1
218,2001-2007,7,3,841430900,-1,-1
219,2008-2014,7,3,841430900,-1,-1
220,1994-2000,7,3,841459000,-1,-1
221,2001-2007,7,3,841459000,-1,-1
222,2008-2014,7,3,841459000,-1,-1
223,1994-2000,7,3,841459010,1,1
224,2001-2007,7,3,841459010,1,1
225,2008-2014,7,3,841459010,1,1
226,1994-2000,7,3,841459021,1,1
227,2001-2007,7,3,841459021,1,1
228,2008-2014,7,3,841459021,1,1
229,1994-2000,7,3,841459029,1,1
230,2001-2007,7,3,841459029,1,1
231,2008-2014,7,3,841459029,1,1
232,1994-2000,7,3,841480011,1,1
233,2001-2007,7,3,841480011,1,1
234,2008-2014,7,3,841480011,1,1
235,1994-2000,7,3,841480019,1,1
236,2001-2007,7,3,841480019,1,1
237,2008-2014,7,3,841480019,1,1
238,1994-2000,7,3,841480091,1,1
239,2001-2007,7,3,841480091,1,1
240,2008-2014,7,3,841480091,1,1
241,1994-2000,7,3,841480092,1,1
242,2001-2007,7,3,841480092,1,1
243,2001-2007,7,3,841480093,1,1
244,2008-2014,7,3,841480093,1,1
245,1994-2000,7,3,841480100,-1,-1
246,2001-2007,7,3,841480100,-1,-1
247,2008-2014,7,3,841480100,-1,-1
248,1994-2000,7,3,841480210,-1,-1
249,2001-2007,7,3,841480210,-1,-1
250,2008-2014,7,3,841480210,-1,-1
251,1994-2000,7,3,841480220,-1,-1
252,2001-2007,7,3,841480220,-1,-1
253,2008-2014,7,3,841480220,-1,-1
254,1994-2000,7,3,841480290,-1,-1
255,2001-2007,7,3,841480290,-1,-1
256,2008-2014,7,3,841480290,-1,-1
257,1994-2000,7,3,841480900,-1,-1
258,2001-2007,7,3,841480900,-1,-1
259,2008-2014,7,3,841480900,-1,-1
260,1994-2000,4,1,841490010,1,1
261,2001-2007,4,1,841490010,1,1
262,2008-2014,4,1,841490010,1,1
263,1994-2000,4,1,841490091,1,1
264,2001-2007,4,1,841490091,1,1
265,2008-2014,4,1,841490091,1,1
266,1994-2000,4,1,841490099,1,1
267,2001-2007,4,1,841490099,1,1
268,2008-2014,4,1,841490099,1,1
269,1994-2000,4,1,841490100,-1,-1
270,2001-2007,4,1,841490100,-1,-1
271,2008-2014,4,1,841490100,-1,-1
272,1994-2000,4,1,841490900,-1,-1
273,2001-2007,4,1,841490900,-1,-1
274,2008-2014,4,1,841490900,-1,-1
275,1994-2000,8,4,841780000,-0.674991871,-0.734621989
276,2001-2007,8,4,841780000,-0.704322829,-0.428614025
277,2008-2014,8,4,841780000,-0.727667747,-0.570723313
278,1994-2000,1,4,841850000,-1,-1
279,2001-2007,1,4,841850000,-1,-1
280,2008-2014,1,4,841850000,-1,-1
281,1994-2000,1,4,841850010,1,1
282,2001-2007,1,4,841850010,1,1
283,2008-2014,1,4,841850010,1,1
284,1994-2000,1,4,841850090,1,1
285,2001-2007,1,4,841850090,1,1
286,2008-2014,1,4,841850090,1,1
287,1994-2000,7,3,841869010,1,1
288,2001-2007,7,3,841869010,1,1
289,2008-2014,7,3,841869010,1,1
290,1994-2000,7,3,841869020,1,1
291,2001-2007,7,3,841869020,1,1
292,2008-2014,7,3,841869020,1,1
293,1994-2000,7,3,841869091,1,1
294,2001-2007,7,3,841869091,1,1
295,2008-2014,7,3,841869091,1,1
296,1994-2000,7,3,841869099,1,1
297,2001-2007,7,3,841869099,1,1
298,2008-2014,7,3,841869099,1,1
299,1994-2000,7,3,841869100,-1,-1
300,2001-2007,7,3,841869100,-1,-1
301,2008-2014,7,3,841869100,-1,-1
302,1994-2000,7,3,841869900,-1,-1
303,2001-2007,7,3,841869900,-1,-1
304,2008-2014,7,3,841869900,-1,-1
305,1994-2000,7,4,841919000,-0.40697818,-0.588546805
306,2001-2007,7,4,841919000,0.226167557,0.331960373
307,2008-2014,7,4,841919000,0.857155875,-0.740850345
308,1994-2000,4,4,841940000,-0.7647468,-0.322711318
309,2001-2007,4,4,841940000,-0.709576135,-0.218078096
310,2008-2014,4,4,841940000,-0.679504241,-0.161356371
311,1994-2000,7,3,841950000,-0.798913181,-0.274273336
312,2001-2007,7,3,841950000,-0.387776306,-0.280410613
313,2008-2014,7,3,841950000,-0.405344462,-0.298332961
314,1994-2000,4,3,841989000,-0.923236438,-0.51603117
315,2001-2007,4,3,841989000,-0.829143147,-0.689268165
316,2008-2014,4,3,841989000,-0.422872211,-0.548006464
317,1994-2000,8,4,842119000,-0.968203831,-0.713669402
318,2001-2007,8,4,842119000,-0.955367865,-0.404216497
319,2008-2014,8,4,842119000,-0.69955539,-0.4002347
320,1994-2000,8,100,842121000,-0.891877372,-0.6167536
321,2001-2007,8,100,842121000,-0.23511543,-0.612549655
322,2008-2014,8,100,842121000,0.066640086,-0.524611772
323,1994-2000,3,4,842129000,-1,-1
324,2001-2007,3,4,842129000,-1,-1
325,2008-2014,3,4,842129000,-1,-1
326,2001-2007,3,4,842129010,1,1
327,2008-2014,3,4,842129010,1,1
328,1994-2000,3,4,842129090,1,1
329,2001-2007,3,4,842129090,1,1
330,2008-2014,3,4,842129090,1,1
331,1994-2000,8,100,842139000,-0.46439929,-0.52632735
332,2001-2007,8,100,842139000,-0.567308301,-0.84253862
333,2008-2014,8,100,842139000,-1,-1
334,2001-2007,8,100,842139010,1,1
335,2008-2014,8,100,842139010,1,1
336,2001-2007,8,100,842139090,1,1
337,2008-2014,8,100,842139090,1,1
338,1994-2000,4,4,842230010,1,1
339,2001-2007,4,4,842230010,1,1
340,2008-2014,4,4,842230010,1,1
341,1994-2000,4,4,842230020,1,1
342,2001-2007,4,4,842230020,1,1
343,2008-2014,4,4,842230020,1,1
344,1994-2000,4,4,842230090,1,1
345,2001-2007,4,4,842230090,1,1
346,2008-2014,4,4,842230090,1,1
347,1994-2000,4,4,842230100,-1,-1
348,2001-2007,4,4,842230100,-1,-1
349,2008-2014,4,4,842230100,-1,-1
350,1994-2000,4,4,842230900,-1,-1
351,2001-2007,4,4,842230900,-1,-1
352,2008-2014,4,4,842230900,-1,-1
353,1994-2000,4,4,842382000,0.476975264,-0.091286939
354,2001-2007,4,4,842382000,0.341456866,-0.472507048
355,2008-2014,4,4,842382000,0.593860179,-0.807219315
356,1994-2000,4,4,842382100,-1,-1
357,1994-2000,4,4,842382900,-1,-1
358,1994-2000,1,4,842389000,-0.428571429,-0.428571429
359,2001-2007,1,4,842389000,-0.658805601,-0.89573982
360,2008-2014,1,4,842389000,0.374150055,-0.936682814
361,1994-2000,1,4,842389100,-1,-1
362,1994-2000,1,4,842389900,-1,-1
363,1994-2000,7,2,842420000,-0.583942324,-0.694613198
364,2001-2007,7,2,842420000,-0.339366932,-0.802285624
365,2008-2014,7,2,842420000,0.320636363,-0.924097718
366,1994-2000,4,3,842481000,1,1
367,2001-2007,4,3,842481000,1,1
368,2008-2014,4,3,842481000,1,1
369,1994-2000,4,3,842481100,-1,-1
370,1994-2000,4,3,842481200,-1,-1
371,2001-2007,4,3,842481200,-1,-1
372,2008-2014,4,3,842481200,-1,-1
373,1994-2000,4,3,842481300,-1,-1
374,2001-2007,4,3,842481300,-1,-1
375,1994-2000,4,3,842481900,-1,-1
376,2001-2007,4,3,842481900,-1,-1
377,2008-2014,4,3,842481900,-1,-1
378,1994-2000,4,4,842489000,-1,-1
379,2001-2007,4,4,842489000,-1,-1
380,2008-2014,4,4,842489000,-1,-1
381,1994-2000,4,4,842489010,1,1
382,2001-2007,4,4,842489010,1,1
383,2008-2014,4,4,842489010,1,1
384,1994-2000,4,4,842489090,1,1
385,2001-2007,4,4,842489090,1,1
386,2008-2014,4,4,842489090,1,1
387,1994-2000,4,4,842649000,-0.992637641,-0.938241223
388,2001-2007,4,4,842649000,-0.428571429,-0.428571429
389,2008-2014,4,4,842649000,1,1
390,2001-2007,4,4,842649100,-1,-1
391,2008-2014,4,4,842649100,-1,-1
392,2001-2007,4,4,842649900,-1,-1
393,2008-2014,4,4,842649900,-1,-1
394,1994-2000,4,4,842710000,1,1
395,2001-2007,4,4,842710000,1,1
396,2008-2014,4,4,842710000,1,1
397,1994-2000,4,4,842710100,-1,-1
398,2001-2007,4,4,842710100,-1,-1
399,2008-2014,4,4,842710100,-1,-1
400,1994-2000,4,4,842710900,-1,-1
401,2001-2007,4,4,842710900,-1,-1
402,2008-2014,4,4,842710900,-1,-1
403,1994-2000,4,4,842790000,-0.974688441,-0.704631475
404,2001-2007,4,4,842790000,-0.733876514,-0.762939532
405,2008-2014,4,4,842790000,-0.086170695,-0.69690768
406,1994-2000,4,4,843069000,-0.9942881,-0.747476711
407,2001-2007,4,4,843069000,-0.986387191,-0.663925755
408,2008-2014,4,4,843069000,-0.82431513,0.228982478
409,1994-2000,4,4,843143000,-0.608519051,-0.214270641
410,2001-2007,4,4,843143000,-0.044610234,-0.195833126
411,2008-2014,4,4,843143000,0.23015183,-0.628199808
412,1994-2000,4,4,844340000,-1,-1
413,2001-2007,4,4,844340000,-0.980499017,-0.681815678
414,1994-2000,4,4,844790000,1,1
415,2001-2007,4,4,844790000,1,1
416,2008-2014,4,4,844790000,1,1
417,1994-2000,4,4,844790100,-1,-1
418,2001-2007,4,4,844790100,-1,-1
419,2008-2014,4,4,844790100,-1,-1
420,1994-2000,4,4,844790200,-1,-1
421,2001-2007,4,4,844790200,-1,-1
422,2008-2014,4,4,844790200,-1,-1
423,1994-2000,4,4,844790900,-1,-1
424,2001-2007,4,4,844790900,-1,-1
425,2008-2014,4,4,844790900,-1,-1
426,2001-2007,4,4,844811000,0.488850008,0.359016037
427,2008-2014,4,4,844811000,0.387725017,-0.216776502
428,1994-2000,4,4,844811100,-1,-1
429,2001-2007,4,4,844811100,-1,-1
430,1994-2000,4,4,844811900,-1,-1
431,2001-2007,4,4,844811900,-1,-1
432,1994-2000,4,4,844819000,-0.958056367,0.083502576
433,2001-2007,4,4,844819000,-0.805277679,-0.268825004
434,2008-2014,4,4,844819000,-0.791687415,-0.726858631
435,2001-2007,4,3,844839000,1,1
436,2008-2014,4,3,844839000,1,1
437,1994-2000,4,3,844839010,1,1
438,2001-2007,4,3,844839010,1,1
439,1994-2000,4,3,844839020,1,1
440,1994-2000,4,3,844839090,1,1
441,2001-2007,4,3,844839090,1,1
442,1994-2000,4,3,844839100,-1,-1
443,2001-2007,4,3,844839100,-1,-1
444,2008-2014,4,3,844839100,-1,-1
445,1994-2000,4,3,844839900,-1,-1
446,2001-2007,4,3,844839900,-1,-1
447,2008-2014,4,3,844839900,-1,-1
448,1994-2000,4,4,845140000,1,1
449,2001-2007,4,4,845140000,1,1
450,2008-2014,4,4,845140000,1,1
451,1994-2000,4,4,845140100,-1,-1
452,1994-2000,4,4,845140200,-1,-1
453,2001-2007,4,4,845140200,-1,-1
454,2008-2014,4,4,845140200,-1,-1
455,1994-2000,4,4,845140900,-1,-1
456,2001-2007,4,4,845140900,-1,-1
457,2008-2014,4,4,845140900,-1,-1
458,1994-2000,7,4,845410000,-1,-1
459,2001-2007,7,4,845410000,0.456352905,0.44163362
460,2008-2014,7,4,845410000,1,1
461,1994-2000,4,4,845430000,-0.980644597,-0.614713576
462,2001-2007,4,4,845430000,-0.987458989,-0.055315745
463,2008-2014,4,4,845430000,-0.858626577,-0.24232331
464,1994-2000,4,4,845610000,-0.986833548,-0.432472921
465,2001-2007,4,4,845610000,-0.982481384,0.277985577
466,2008-2014,4,4,845610000,-0.943999102,0.051611436
467,1994-2000,4,4,845620000,-0.963658996,-0.901238608
468,2001-2007,4,4,845620000,-0.730146834,-0.289234941
469,2008-2014,4,4,845620000,-0.899356338,-0.289721206
470,1994-2000,4,4,845630011,1,1
471,2001-2007,4,4,845630011,1,1
472,2008-2014,4,4,845630011,1,1
473,1994-2000,4,4,845630019,1,1
474,2001-2007,4,4,845630019,1,1
475,2008-2014,4,4,845630019,1,1
476,1994-2000,4,4,845630090,1,1
477,2001-2007,4,4,845630090,1,1
478,2008-2014,4,4,845630090,1,1
479,1994-2000,4,4,845630110,-1,-1
480,2001-2007,4,4,845630110,-1,-1
481,2008-2014,4,4,845630110,-1,-1
482,1994-2000,4,4,845630190,-1,-1
483,2001-2007,4,4,845630190,-1,-1
484,2008-2014,4,4,845630190,-1,-1
485,1994-2000,4,4,845630900,-1,-1
486,2001-2007,4,4,845630900,-1,-1
487,2008-2014,4,4,845630900,-1,-1
488,1994-2000,4,4,845691000,-1,-1
489,2001-2007,4,4,845691000,-0.998812431,-1
490,1994-2000,4,4,845699000,-1,-1
491,2001-2007,4,4,845699000,-0.954470535,-1
492,2001-2007,4,4,845710000,1,1
493,2008-2014,4,4,845710000,1,1
494,1994-2000,4,4,845710010,1,1
495,2001-2007,4,4,845710010,1,1
496,1994-2000,4,4,845710090,1,1
497,1994-2000,4,4,845710100,-1,-1
498,2001-2007,4,4,845710100,-1,-1
499,2008-2014,4,4,845710100,-1,-1
500,1994-2000,4,4,845710200,-1,-1
501,2001-2007,4,4,845710200,-1,-1
502,2008-2014,4,4,845710200,-1,-1
503,1994-2000,4,4,845710900,-1,-1
504,2001-2007,4,4,845710900,-1,-1
505,2008-2014,4,4,845710900,-1,-1
506,2001-2007,4,4,845730000,1,1
507,2008-2014,4,4,845730000,-1,-1
508,1994-2000,4,4,845730100,-1,-1
509,2001-2007,4,4,845730100,-1,-1
510,2008-2014,4,4,845730100,-1,-1
511,1994-2000,4,4,845730900,-1,-1
512,2001-2007,4,4,845730900,-1,-1
513,2008-2014,4,4,845730900,-1,-1
514,1994-2000,4,4,845811000,-0.9595317,-0.625079974
515,2001-2007,4,4,845811000,-0.831673402,-0.302459895
