,year,tech,type,HS,diff_ratio,average_ratio
1443,2001-2007,4,100,901590100,-1,-1
1444,2008-2014,4,100,901590100,-1,-1
1445,2001-2007,4,100,901590900,-1,-1
1446,2008-2014,4,100,901590900,-1,-1
1447,1994-2000,4,100,901590910,-1,-1
1448,2001-2007,4,100,901590910,-1,-1
1449,1994-2000,4,100,901590990,-1,-1
1450,2001-2007,4,100,901590990,-1,-1
1451,2001-2007,4,4,901600000,-0.534180223,-0.651463101
1452,2008-2014,4,4,901600000,0.050103399,-0.36223964
1453,1994-2000,4,4,901600010,1,1
1454,2001-2007,4,4,901600010,1,1
1455,1994-2000,4,4,901600090,1,1
1456,2001-2007,4,4,901600090,1,1
1457,1994-2000,4,4,901600100,-1,-1
1458,2001-2007,4,4,901600100,-1,-1
1459,1994-2000,4,4,901600900,-1,-1
1460,2001-2007,4,4,901600900,-1,-1
1461,1994-2000,1,4,901710000,-0.995748612,-0.717592751
1462,2001-2007,1,4,901710000,-0.976659779,-0.714369181
1463,2008-2014,1,4,901710000,-0.730356878,-0.7093412
1464,1994-2000,1,4,901720000,0.727856908,-0.592215302
1465,2001-2007,1,4,901720000,0.924364087,-0.467987032
1466,2008-2014,1,4,901720000,0.882372181,-0.202242981
1467,1994-2000,4,2,901730010,1,1
1468,2001-2007,4,2,901730010,1,1
1469,2008-2014,4,2,901730010,1,1
1470,1994-2000,4,2,901730090,1,1
1471,2001-2007,4,2,901730090,1,1
1472,2008-2014,4,2,901730090,1,1
1473,1994-2000,4,2,901730091,1,1
1474,1994-2000,4,2,901730092,1,1
1475,1994-2000,4,2,901730099,1,1
1476,1994-2000,4,2,901730100,-1,-1
1477,2001-2007,4,2,901730100,-1,-1
1478,2008-2014,4,2,901730100,-1,-1
1479,1994-2000,4,2,901730910,-1,-1
1480,2001-2007,4,2,901730910,-1,-1
1481,2008-2014,4,2,901730910,-1,-1
1482,1994-2000,4,2,901730920,-1,-1
1483,2001-2007,4,2,901730920,-1,-1
1484,2008-2014,4,2,901730920,-1,-1
1485,1994-2000,4,2,901730930,-1,-1
1486,2001-2007,4,2,901730930,-1,-1
1487,2008-2014,4,2,901730930,-1,-1
1488,1994-2000,4,2,901730990,-1,-1
1489,2001-2007,4,2,901730990,-1,-1
1490,2008-2014,4,2,901730990,-1,-1
1491,1994-2000,5,4,901811000,1,1
1492,2001-2007,5,4,901811000,0.336712955,0.539417333
1493,2008-2014,5,4,901811000,-0.331795377,-0.378495979
1494,1994-2000,5,4,901811100,-1,-1
1495,2001-2007,5,4,901811100,-1,-1
1496,1994-2000,5,4,901811900,-1,-1
1497,2001-2007,5,4,901811900,-1,-1
1498,1994-2000,5,100,901819010,1,1
1499,2001-2007,5,100,901819010,1,1
1500,2008-2014,5,100,901819010,1,1
1501,1994-2000,5,100,901819091,1,1
1502,2001-2007,5,100,901819091,1,1
1503,2008-2014,5,100,901819091,1,1
1504,1994-2000,5,100,901819098,1,1
1505,2001-2007,5,100,901819098,1,1
1506,2008-2014,5,100,901819098,1,1
1507,1994-2000,5,100,901819099,1,1
1508,1994-2000,5,100,901819100,-1,-1
1509,2001-2007,5,100,901819100,-1,-1
1510,2008-2014,5,100,901819100,-1,-1
1511,1994-2000,5,100,901819210,-1,-1
1512,2001-2007,5,100,901819210,-1,-1
1513,2008-2014,5,100,901819210,-1,-1
1514,1994-2000,5,100,901819290,-1,-1
1515,2001-2007,5,100,901819290,-1,-1
1516,2008-2014,5,100,901819290,-1,-1
1517,1994-2000,5,100,901819900,-1,-1
1518,2001-2007,5,100,901819900,-1,-1
1519,2008-2014,5,100,901819900,-1,-1
1520,1994-2000,5,4,901820000,-0.74921905,-0.976020493
1521,2001-2007,5,4,901820000,0.468755005,-0.645150778
1522,2008-2014,5,4,901820000,0.329141534,-0.880336662
1523,1994-2000,4,1,901831000,-1,-1
1524,2001-2007,4,1,901831000,-1,-1
1525,2008-2014,4,1,901831000,-1,-1
1526,1994-2000,4,1,901831010,1,1
1527,2001-2007,4,1,901831010,1,1
1528,2008-2014,4,1,901831010,1,1
1529,1994-2000,4,1,901831020,1,1
1530,2001-2007,4,1,901831020,1,1
1531,2008-2014,4,1,901831020,1,1
1532,1994-2000,5,1,901839000,-1,-1
1533,2001-2007,5,1,901839000,-1,-1
1534,2008-2014,5,1,901839000,-1,-1
1535,1994-2000,5,1,901839010,1,1
1536,2001-2007,5,1,901839010,1,1
1537,2008-2014,5,1,901839010,1,1
1538,1994-2000,5,1,901839021,1,1
1539,2001-2007,5,1,901839021,1,1
1540,2008-2014,5,1,901839021,1,1
1541,1994-2000,5,1,901839029,1,1
1542,2001-2007,5,1,901839029,1,1
1543,2008-2014,5,1,901839029,1,1
1544,1994-2000,5,4,901849010,1,1
1545,2001-2007,5,4,901849010,1,1
1546,2008-2014,5,4,901849010,1,1
1547,1994-2000,5,4,901849020,1,1
1548,2001-2007,5,4,901849020,1,1
1549,2008-2014,5,4,901849020,1,1
1550,1994-2000,5,4,901849090,1,1
1551,2001-2007,5,4,901849090,1,1
1552,2008-2014,5,4,901849090,1,1
1553,1994-2000,5,4,901849100,-1,-1
1554,2001-2007,5,4,901849100,-1,-1
1555,2008-2014,5,4,901849100,-1,-1
1556,1994-2000,5,4,901849900,-1,-1
1557,2001-2007,5,4,901849900,-1,-1
1558,2008-2014,5,4,901849900,-1,-1
1559,1994-2000,5,100,901850010,1,1
1560,2001-2007,5,100,901850010,1,1
1561,2008-2014,5,100,901850010,1,1
1562,1994-2000,5,100,901850090,1,1
1563,2001-2007,5,100,901850090,1,1
1564,2008-2014,5,100,901850090,1,1
1565,1994-2000,5,100,901850100,-1,-1
1566,2001-2007,5,100,901850100,-1,-1
1567,2008-2014,5,100,901850100,-1,-1
1568,1994-2000,5,100,901850900,-1,-1
1569,2001-2007,5,100,901850900,-1,-1
1570,2008-2014,5,100,901850900,-1,-1
1571,1994-2000,5,100,901890010,1,1
1572,2001-2007,5,100,901890010,1,1
1573,2008-2014,5,100,901890010,1,1
1574,1994-2000,5,100,901890021,1,1
1575,2001-2007,5,100,901890021,1,1
1576,2008-2014,5,100,901890021,1,1
1577,1994-2000,5,100,901890022,1,1
1578,2001-2007,5,100,901890022,1,1
1579,2008-2014,5,100,901890022,1,1
1580,1994-2000,5,100,901890023,1,1
1581,2001-2007,5,100,901890023,1,1
1582,2008-2014,5,100,901890023,1,1
1583,1994-2000,5,100,901890024,1,1
1584,2001-2007,5,100,901890024,1,1
1585,2008-2014,5,100,901890024,1,1
1586,1994-2000,5,100,901890029,1,1
1587,2001-2007,5,100,901890029,1,1
1588,2008-2014,5,100,901890029,1,1
1589,1994-2000,5,100,901890110,-1,-1
1590,2001-2007,5,100,901890110,-1,-1
1591,2008-2014,5,100,901890110,-1,-1
1592,1994-2000,5,100,901890190,-1,-1
1593,2001-2007,5,100,901890190,-1,-1
1594,2008-2014,5,100,901890190,-1,-1
1595,1994-2000,5,100,901890200,-1,-1
1596,2001-2007,5,100,901890200,-1,-1
1597,2008-2014,5,100,901890200,-1,-1
1598,1994-2000,5,100,901890311,-1,-1
1599,2001-2007,5,100,901890311,-1,-1
1600,2008-2014,5,100,901890311,-1,-1
1601,1994-2000,5,100,901890319,-1,-1
1602,2001-2007,5,100,901890319,-1,-1
1603,2008-2014,5,100,901890319,-1,-1
1604,1994-2000,5,100,901890390,-1,-1
1605,2001-2007,5,100,901890390,-1,-1
1606,2008-2014,5,100,901890390,-1,-1
1607,1994-2000,5,100,901890900,-1,-1
1608,2001-2007,5,100,901890900,-1,-1
1609,2008-2014,5,100,901890900,-1,-1
1610,1994-2000,5,3,901910000,0.810472052,-0.140477412
1611,2001-2007,5,3,901910000,0.841238844,-0.35851432
1612,2008-2014,5,3,901910000,0.910614879,-0.412767511
1613,1994-2000,5,4,901920000,-0.064856078,-0.601768074
1614,2001-2007,5,4,901920000,0.77282154,-0.558938943
1615,2008-2014,5,4,901920000,0.90561038,-0.491560743
1616,2001-2007,5,2,902110000,0.754416563,-0.873620698
1617,2008-2014,5,2,902110000,0.767155044,-0.85952914
1618,1994-2000,5,1,902121000,0.864899944,0.350474107
1619,2001-2007,5,1,902121000,0.026521122,-0.797687599
1620,2008-2014,5,1,902121000,-1,-1
1621,2001-2007,5,1,902121010,1,1
1622,2008-2014,5,1,902121010,1,1
1623,2001-2007,5,1,902121090,1,1
1624,2008-2014,5,1,902121090,1,1
1625,2001-2007,5,1,902131000,-0.108960435,-0.573175337
1626,2008-2014,5,1,902131000,0.608820038,-0.066048361
1627,2001-2007,5,1,902139000,-0.914032091,-0.283424383
1628,2008-2014,5,1,902139000,-0.865046845,-0.425020872
1629,2001-2007,5,3,902150000,1,1
1630,1994-2000,5,1,902190000,-0.43605713,-0.410351082
1631,2001-2007,5,1,902190000,0.614361181,0.420379752
1632,2008-2014,5,1,902190000,0.731896203,0.054989446
1633,1994-2000,5,100,902219000,-0.986330461,-0.742629927
1634,2001-2007,5,100,902219000,-0.991593875,-0.209297603
1635,2008-2014,5,100,902219000,-0.87326808,-0.410119108
1636,1994-2000,5,4,902221000,-1,-1
1637,2001-2007,5,4,902221000,-1,-1
1638,2008-2014,5,4,902221000,0.348116428,-0.074967915
1639,1994-2000,4,4,902229000,-0.973379325,-0.980925526
1640,2001-2007,4,4,902229000,-0.962714791,-0.708736646
1641,2008-2014,4,4,902229000,-0.958399249,-0.566263822
1642,2001-2007,5,100,902230000,-1,-1
1643,2008-2014,5,100,902230000,-1,-1
1644,1994-2000,5,100,902230010,1,1
1645,2001-2007,5,100,902230010,1,1
1646,2008-2014,5,100,902230010,1,1
1647,1994-2000,5,100,902230090,1,1
1648,2001-2007,5,100,902230090,1,1
1649,2008-2014,5,100,902230090,1,1
1650,1994-2000,5,100,902230100,-1,-1
1651,2001-2007,5,100,902230100,-1,-1
1652,1994-2000,5,100,902230900,-1,-1
1653,2001-2007,5,100,902230900,-1,-1
1654,1994-2000,5,100,902290010,1,1
1655,2001-2007,5,100,902290010,1,1
1656,2008-2014,5,100,902290010,1,1
1657,1994-2000,5,100,902290021,1,1
1658,2001-2007,5,100,902290021,1,1
1659,2008-2014,5,100,902290021,1,1
1660,1994-2000,5,100,902290029,1,1
1661,2001-2007,5,100,902290029,1,1
1662,2008-2014,5,100,902290029,1,1
1663,1994-2000,5,100,902290100,-1,-1
1664,2001-2007,5,100,902290100,-1,-1
1665,1994-2000,5,100,902290910,-1,-1
1666,2001-2007,5,100,902290910,-1,-1
1667,2008-2014,5,100,902290910,-1,-1
1668,1994-2000,5,100,902290990,-1,-1
1669,2001-2007,5,100,902290990,-1,-1
1670,2008-2014,5,100,902290990,-1,-1
1671,1994-2000,1,4,902300000,-0.134742151,-0.304881512
1672,2001-2007,1,4,902300000,0.623118765,-0.332782534
1673,2008-2014,1,4,902300000,0.754892625,-0.475713374
1674,2001-2007,4,4,902410000,-0.948131802,-0.526018121
1675,2008-2014,4,4,902410000,-0.839655713,-0.332155036
1676,1994-2000,4,4,902410010,1,1
1677,2001-2007,4,4,902410010,1,1
1678,1994-2000,4,4,902410090,1,1
1679,2001-2007,4,4,902410090,1,1
1680,1994-2000,4,4,902410100,-1,-1
1681,2001-2007,4,4,902410100,-1,-1
1682,1994-2000,4,4,902410900,-1,-1
1683,2001-2007,4,4,902410900,-1,-1
1684,2001-2007,4,4,902480000,-0.865458248,-0.692296799
1685,2008-2014,4,4,902480000,-0.845230552,-0.385948307
1686,1994-2000,4,4,902480010,1,1
1687,2001-2007,4,4,902480010,1,1
1688,1994-2000,4,4,902480090,1,1
1689,2001-2007,4,4,902480090,1,1
1690,1994-2000,4,4,902480100,-1,-1
1691,2001-2007,4,4,902480100,-1,-1
1692,1994-2000,4,4,902480900,-1,-1
1693,2001-2007,4,4,902480900,-1,-1
1694,2001-2007,4,4,902519000,-1,-1
1695,2008-2014,4,4,902519000,-1,-1
1696,1994-2000,4,4,902519010,1,1
1697,2001-2007,4,4,902519010,1,1
1698,2008-2014,4,4,902519010,1,1
1699,1994-2000,4,4,902519090,1,1
1700,2001-2007,4,4,902519090,1,1
1701,2008-2014,4,4,902519090,1,1
1702,1994-2000,4,4,902519100,-1,-1
1703,2001-2007,4,4,902519100,-1,-1
1704,1994-2000,4,4,902519900,-1,-1
1705,2001-2007,4,4,902519900,-1,-1
1706,2001-2007,4,100,902610000,1,1
1707,2008-2014,4,100,902610000,1,1
1708,1994-2000,4,100,902610010,1,1
1709,2001-2007,4,100,902610010,1,1
1710,1994-2000,4,100,902610090,1,1
1711,2001-2007,4,100,902610090,1,1
1712,1994-2000,4,100,902610110,-1,-1
1713,2001-2007,4,100,902610110,-1,-1
1714,2008-2014,4,100,902610110,-1,-1
1715,1994-2000,4,100,902610190,-1,-1
1716,2001-2007,4,100,902610190,-1,-1
1717,2008-2014,4,100,902610190,-1,-1
1718,1994-2000,4,100,902610900,-1,-1
1719,2001-2007,4,100,902610900,-1,-1
1720,2008-2014,4,100,902610900,-1,-1
1721,1994-2000,4,100,902620010,1,1
1722,2001-2007,4,100,902620010,1,1
1723,2008-2014,4,100,902620010,1,1
1724,1994-2000,4,100,902620090,1,1
1725,2001-2007,4,100,902620090,1,1
1726,2008-2014,4,100,902620090,1,1
1727,1994-2000,4,100,902620110,-1,-1
1728,2001-2007,4,100,902620110,-1,-1
1729,2008-2014,4,100,902620110,-1,-1
1730,1994-2000,4,100,902620190,-1,-1
1731,2001-2007,4,100,902620190,-1,-1
1732,2008-2014,4,100,902620190,-1,-1
1733,1994-2000,4,100,902620900,-1,-1
1734,2001-2007,4,100,902620900,-1,-1
1735,2008-2014,4,100,902620900,-1,-1
1736,1994-2000,4,2,902690000,-0.519185633,-0.580725487
1737,2001-2007,4,2,902690000,-0.283806494,-0.382569036
1738,2008-2014,4,2,902690000,-0.324737603,-0.643460995
1739,1994-2000,8,4,902710000,-0.984808195,-0.047896411
1740,2001-2007,8,4,902710000,-0.729905223,0.249045214
1741,2008-2014,8,4,902710000,-0.843506608,0.139813716
1742,1994-2000,4,4,902720000,-0.997009423,-0.492545351
1743,2001-2007,4,4,902720000,-0.085883802,-0.002440405
1744,2008-2014,4,4,902720000,0.080926842,-0.168353599
1745,2001-2007,4,4,902730000,0.106800451,-0.155379282
1746,2008-2014,4,4,902730000,-0.299000789,-0.493993214
1747,1994-2000,4,4,902730010,1,1
1748,2001-2007,4,4,902730010,1,1
1749,1994-2000,4,4,902730090,1,1
1750,2001-2007,4,4,902730090,1,1
1751,1994-2000,4,4,902730100,-1,-1
1752,2001-2007,4,4,902730100,-1,-1
1753,1994-2000,4,4,902730900,-1,-1
1754,2001-2007,4,4,902730900,-1,-1
1755,1994-2000,4,4,902750000,-0.984354549,-0.454816205
1756,2001-2007,4,4,902750000,-0.658532099,-0.322133109
1757,2008-2014,4,4,902750000,-0.802290599,-0.509113541
1758,1994-2000,4,100,902780011,1,1
1759,2001-2007,4,100,902780011,1,1
1760,2008-2014,4,100,902780011,1,1
1761,1994-2000,4,100,902780019,1,1
1762,2001-2007,4,100,902780019,1,1
1763,2008-2014,4,100,902780019,1,1
1764,1994-2000,4,100,902780090,1,1
1765,2001-2007,4,100,902780090,1,1
1766,2008-2014,4,100,902780090,1,1
1767,1994-2000,4,100,902780091,1,1
1768,1994-2000,4,100,902780110,-1,-1
1769,2001-2007,4,100,902780110,-1,-1
1770,2008-2014,4,100,902780110,-1,-1
1771,2001-2007,4,100,902780120,-1,-1
1772,1994-2000,4,100,902780190,-1,-1
1773,2001-2007,4,100,902780190,-1,-1
1774,2008-2014,4,100,902780190,-1,-1
1775,1994-2000,4,100,902780910,-1,-1
1776,2001-2007,4,100,902780910,-1,-1
1777,2008-2014,4,100,902780910,-1,-1
1778,1994-2000,4,100,902780990,-1,-1
1779,2001-2007,4,100,902780990,-1,-1
1780,2008-2014,4,100,902780990,-1,-1
1781,1994-2000,4,100,902790010,1,1
1782,2001-2007,4,100,902790010,1,1
1783,2008-2014,4,100,902790010,1,1
1784,1994-2000,4,100,902790090,1,1
1785,2001-2007,4,100,902790090,1,1
1786,2008-2014,4,100,902790090,1,1
1787,1994-2000,4,100,902790100,-1,-1
1788,2001-2007,4,100,902790100,-1,-1
1789,2008-2014,4,100,902790100,-1,-1
1790,1994-2000,4,100,902790900,-1,-1
1791,2001-2007,4,100,902790900,-1,-1
1792,2008-2014,4,100,902790900,-1,-1
1793,1994-2000,4,3,902810000,-0.980714531,-0.74324594
1794,2001-2007,4,3,902810000,-0.666494008,0.620911398
1795,2008-2014,4,3,902810000,-0.953941413,-0.157238538
1796,1994-2000,4,100,902830000,-0.805176276,-0.163199684
1797,2001-2007,4,100,902830000,0.211125961,0.068778755
1798,2008-2014,4,100,902830000,0.116231034,-0.26223071
1799,1994-2000,4,3,902920010,1,1
1800,2001-2007,4,3,902920010,1,1
1801,2008-2014,4,3,902920010,1,1
1802,1994-2000,4,3,902920090,1,1
1803,2001-2007,4,3,902920090,1,1
1804,2008-2014,4,3,902920090,1,1
1805,1994-2000,4,3,902920100,-1,-1
1806,2001-2007,4,3,902920100,-1,-1
1807,2008-2014,4,3,902920100,-1,-1
1808,1994-2000,4,3,902920910,-1,-1
1809,2001-2007,4,3,902920910,-1,-1
1810,2008-2014,4,3,902920910,-1,-1
1811,1994-2000,4,3,902920920,-1,-1
1812,2001-2007,4,3,902920920,-1,-1
1813,2008-2014,4,3,902920920,-1,-1
1814,1994-2000,4,3,902920990,-1,-1
1815,2001-2007,4,3,902920990,-1,-1
1816,2008-2014,4,3,902920990,-1,-1
1817,1994-2000,8,4,903010000,-0.760818139,-0.42573284
1818,2001-2007,8,4,903010000,-0.717887546,-0.489062298
1819,2008-2014,8,4,903010000,-0.268003774,-0.096037831
1820,1994-2000,4,4,903020000,-0.73229515,-0.51540732
1821,2001-2007,4,4,903020000,0.443646591,-0.153531391
1822,2008-2014,4,4,903020000,0.747985527,-0.171749637
1823,1994-2000,4,3,903031000,0.01479944,-0.650352666
1824,2001-2007,4,3,903031000,0.360981586,-0.447964813
1825,2008-2014,4,3,903031000,0.500498483,-0.616954734
1826,2001-2007,4,100,903039000,-0.580390168,-0.789473472
1827,2008-2014,4,100,903039000,-0.521006657,-0.391867901
1828,1994-2000,4,100,903039010,1,1
1829,2001-2007,4,100,903039010,1,1
1830,1994-2000,4,100,903039090,1,1
1831,2001-2007,4,100,903039090,1,1
1832,1994-2000,4,100,903039100,-1,-1
1833,2001-2007,4,100,903039100,-1,-1
1834,1994-2000,4,100,903039900,-1,-1
1835,2001-2007,4,100,903039900,-1,-1
1836,1994-2000,4,100,903040000,-0.960984201,-0.537400893
1837,2001-2007,4,100,903040000,-0.713498273,-0.04491618
1838,2008-2014,4,100,903040000,-0.830173877,-0.38872213
1839,1994-2000,4,100,903089010,1,1
1840,2001-2007,4,100,903089010,1,1
1841,2008-2014,4,100,903089010,1,1
1842,1994-2000,4,100,903089091,1,1
1843,2001-2007,4,100,903089091,1,1
1844,2008-2014,4,100,903089091,1,1
1845,2008-2014,4,100,903089092,1,1
1846,1994-2000,4,100,903089099,1,1
1847,2001-2007,4,100,903089099,1,1
1848,2008-2014,4,100,903089099,1,1
1849,1994-2000,4,100,903089100,-1,-1
1850,2001-2007,4,100,903089100,-1,-1
1851,2008-2014,4,100,903089100,-1,-1
1852,1994-2000,4,100,903089910,-1,-1
1853,2001-2007,4,100,903089910,-1,-1
1854,2008-2014,4,100,903089910,-1,-1
1855,1994-2000,4,100,903089920,-1,-1
1856,1994-2000,4,100,903089990,-1,-1
1857,2001-2007,4,100,903089990,-1,-1
1858,2008-2014,4,100,903089990,-1,-1
1859,1994-2000,4,4,903110000,-0.857565589,-0.297146421
1860,2001-2007,4,4,903110000,-0.737649586,-0.413919356
1861,2008-2014,4,4,903110000,-0.972648772,-0.785326394
1862,1994-2000,4,3,903120000,-0.986506072,-0.868597131
1863,2001-2007,4,3,903120000,-0.497244452,-0.266158142
1864,2008-2014,4,3,903120000,-0.985468046,-0.528471617
1865,2008-2014,4,3,903149010,1,1
1866,2001-2007,4,3,903149100,-1,-1
1867,2008-2014,4,3,903149100,-1,-1
1868,1994-2000,4,100,903180011,1,1
1869,2001-2007,4,100,903180011,1,1
1870,2008-2014,4,100,903180011,1,1
1871,1994-2000,4,100,903180012,1,1
1872,2001-2007,4,100,903180012,1,1
1873,2008-2014,4,100,903180012,1,1
1874,1994-2000,4,100,903180013,1,1
1875,2001-2007,4,100,903180013,1,1
1876,2008-2014,4,100,903180013,1,1
1877,1994-2000,4,100,903180019,1,1
1878,2001-2007,4,100,903180019,1,1
1879,2008-2014,4,100,903180019,1,1
1880,1994-2000,4,100,903180090,1,1
1881,2001-2007,4,100,903180090,1,1
1882,2008-2014,4,100,903180090,1,1
1883,1994-2000,4,100,903180110,-1,-1
1884,2001-2007,4,100,903180110,-1,-1
1885,2008-2014,4,100,903180110,-1,-1
1886,1994-2000,4,100,903180190,-1,-1
1887,2001-2007,4,100,903180190,-1,-1
1888,2008-2014,4,100,903180190,-1,-1
1889,1994-2000,4,100,903180900,-1,-1
1890,2001-2007,4,100,903180900,-1,-1
1891,2008-2014,4,100,903180900,-1,-1
1892,1994-2000,4,3,903281000,-0.983658327,-0.250276629
1893,2001-2007,4,3,903281000,-0.391904976,-0.13796708
1894,2008-2014,4,3,903281000,-0.672774432,0.164583554
1895,1994-2000,4,100,903289010,1,1
1896,2001-2007,4,100,903289010,1,1
1897,2008-2014,4,100,903289010,1,1
1898,1994-2000,4,100,903289090,1,1
1899,2001-2007,4,100,903289090,1,1
1900,2008-2014,4,100,903289090,1,1
1901,1994-2000,4,100,903289111,-1,-1
1902,2001-2007,4,100,903289111,-1,-1
1903,2008-2014,4,100,903289111,-1,-1
1904,1994-2000,4,100,903289112,-1,-1
1905,2001-2007,4,100,903289112,-1,-1
1906,2008-2014,4,100,903289112,-1,-1
1907,1994-2000,4,100,903289119,-1,-1
1908,2001-2007,4,100,903289119,-1,-1
1909,2008-2014,4,100,903289119,-1,-1
1910,1994-2000,4,100,903289190,-1,-1
1911,2001-2007,4,100,903289190,-1,-1
1912,2008-2014,4,100,903289190,-1,-1
1913,1994-2000,4,100,903289900,-1,-1
1914,2001-2007,4,100,903289900,-1,-1
1915,2008-2014,4,100,903289900,-1,-1
1916,1994-2000,4,2,903300000,-0.252940401,-0.30926277
1917,2001-2007,4,2,903300000,0.039412736,-0.463818433
1918,2008-2014,4,2,903300000,-0.057450238,-0.133430748
1919,1994-2000,3,2,940110000,-0.521304173,-0.454709276
1920,2001-2007,3,2,940110000,-1,-1
1921,2008-2014,3,2,940110000,-0.418996851,-0.247854211
1922,1994-2000,4,4,940290000,-0.146701286,0.045165364
1923,2001-2007,4,4,940290000,-0.096007833,-0.362949084
1924,2008-2014,4,4,940290000,0.643659998,-0.220585541
1925,1994-2000,6,1,950639000,0.61927737,-0.165303671
1926,2001-2007,6,1,950639000,0.682368707,0.162072584
1927,2008-2014,6,1,950639000,0.884504873,0.492481587
1928,1994-2000,6,1,950730000,0.764545212,1
1929,2001-2007,6,1,950730000,0.731890003,1
